track_name,artist_id,release_date,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,cover_url,track_id
Labyrinth,4,2022-10-21,110,Unknown,Major,48,15,31,80,22,12,4,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,939
Spin Bout U,127,2022-11-04,130,G,Major,77,20,70,1,0,16,5,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,940
Sweet Nothing,4,2022-10-21,177,Unknown,Major,34,39,16,97,0,12,5,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,941
"Would've, Could've, Should've",4,2022-10-21,158,G,Major,48,55,84,43,0,15,12,https://i.scdn.co/image/ab67616d0000b2737dca066ca62e4ebb583b8058,942
Con La Brisa,641,2022-11-04,114,D,Minor,62,25,44,51,33,14,3,Not Found,943
Privileged Rappers,127,2022-11-04,144,F,Major,93,62,61,0,0,12,20,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,944
The Astronaut,642,2022-10-28,125,F,Major,54,22,76,0,0,14,3,https://i.scdn.co/image/ab67616d0000b27343aaff780ea621da5ce4eb0a,945
BackOutsideBoyz,186,2022-11-04,142,F,Minor,85,40,43,4,0,39,32,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,946
Broke Boys,127,2022-11-04,120,D,Major,64,11,53,1,0,25,27,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,947
The Great War,4,2022-10-21,96,F,Major,57,55,74,22,0,8,4,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0,948
My Mind & Me,643,2022-11-03,144,A,Major,60,24,39,57,0,8,3,https://i.scdn.co/image/ab67616d0000b2730f5397dc6aa91374897182e0,949
Bigger Than The Whole Sky,4,2022-10-21,166,F#,Major,42,7,24,83,1,12,6,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0,950
A Veces (feat. Feid),644,2022-11-03,92,C#,Major,80,81,67,4,0,8,6,Not Found,951
En La De Ella,645,2022-10-20,97,C#,Major,82,67,77,8,0,12,5,Not Found,952
Alone,606,2022-11-04,90,E,Minor,61,32,67,15,0,11,5,https://i.scdn.co/image/ab67616d0000b273992a1f56ac5382848277cff2,953
